responses,question_order,trial_type,trial_index,rt,time_elapsed,condition,response,prompt,color_rgb,concept,time_finished,rowID,color_index,concept_category,subject_id,workerID
,,call-function,1,0,25,0,0,,,,0,537,0,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
"{""Consent"":[""<strong>I consent</strong>""]}",[0],survey-multi-selectMAS,2,3060.9,3117,0,0,,,,0,538,0,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,html-button-response,3,1562.5,4689,0,0,,,,0,539,0,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
"{""Hand"":[""Right""]}",[0],survey-multi-select,4,3296.9,8000,0,0,,,,0,540,0,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
"{""Race/Ethnic"":[""White""],""Hispanic/Latino"":[""Not Hispanic or Latino""]}","[0,1]",survey-multi-select,5,5114.2,13140,0,0,,,,0,541,0,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
"{""Gender"":""Male"",""Age"":""20"",""Languages"":""English and portuguese\n""}",,survey-text,6,20310.5,33473,0,0,,,,0,542,0,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-response_InstrMAS,7,52683.8,86172,0,57,,,,0,543,0,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,html-button-response,8,5469.3,91649,0,0,,,,0,544,0,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,9,10434.7,102111,0,-190,blueberry,0e8a19,fruits,1.58966E+12,545,46,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,10,2165.3,105376,0,-183,blueberry,ac6619,fruits,1.58966E+12,546,50,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,11,3819,110205,0,-138,blueberry,608218,fruits,1.58966E+12,547,44,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,12,2489.1,113705,0,-182,blueberry,96c58c,fruits,1.58966E+12,548,34,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,13,2390.2,117105,0,-121,blueberry,443b14,fruits,1.58966E+12,549,36,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,14,2289,120404,0,-79,blueberry,a0bae6,fruits,1.58966E+12,550,3,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,15,1613.6,123028,0,-187,blueberry,cc4f1b,fruits,1.58966E+12,551,52,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,16,1939,125977,0,-192,blueberry,b9b9b9,fruits,1.58966E+12,552,25,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,17,1712.6,128700,0,-187,blueberry,7ec6ba,fruits,1.58966E+12,553,21,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,18,3876.8,133586,0,21,blueberry,3518ad,fruits,1.58966E+12,554,17,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,19,1988.9,136586,0,-191,blueberry,a8664b,fruits,1.58966E+12,555,40,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,20,4855.7,142452,0,145,blueberry,1c3d61,fruits,1.58966E+12,556,1,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
,,image-slider-responseMAS,21,2131.6,145594,0,-184,blueberry,c7b88b,fruits,1.58966E+12,557,38,fruits,65j92vqt0zqs0u96a2ny,A18I3SH1VZ9PCK
