responses,question_order,trial_type,trial_index,rt,time_elapsed,condition,response,prompt,color_rgb,concept,time_finished,rowID,color_index,concept_category,subject_id,workerID
,,image-slider-responseMAS,9,10094.4,294397.0,,0.5875,dress,bytearray(b'5e78a1'),clothes,1649980000000.0,197494,12.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,10,12256.6,307669.0,,0.5375,dress,bytearray(b'a2eade'),clothes,1649980000000.0,197495,23.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,11,5632.8,314309.0,,0.1175,dress,bytearray(b'512d5f'),clothes,1649980000000.0,197496,14.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,12,10859.7,326181.0,,0.565,dress,bytearray(b'777777'),clothes,1649980000000.0,197497,26.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,13,5780.1,332965.0,,0.2575,dress,bytearray(b'a8664b'),clothes,1649980000000.0,197498,46.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,14,5563.9,339529.0,,0.47,dress,bytearray(b'7ec6ba'),clothes,1649980000000.0,197499,22.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,15,3645.1,344177.0,,0.04,dress,bytearray(b'443b14'),clothes,1649980000000.0,197500,41.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,16,5520.6,350713.0,,0.6275,dress,bytearray(b'fcdb42'),clothes,1649980000000.0,197501,69.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,17,10163.9,361881.0,,0.5275,dress,bytearray(b'a3c55b'),clothes,1649980000000.0,197502,54.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,18,3267.0,366153.0,,0.65,dress,bytearray(b'd0b85a'),clothes,1649980000000.0,197503,57.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,19,3468.4,370625.0,,0.455,dress,bytearray(b'd0e942'),clothes,1649980000000.0,197504,67.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,20,5380.8,377017.0,,0.0525,dress,bytearray(b'600b84'),clothes,1649980000000.0,197505,7.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,21,2565.6,380584.0,,0.34,dress,bytearray(b'b8509e'),clothes,1649980000000.0,197506,18.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,22,2412.4,384000.0,,0.27,dress,bytearray(b'fba714'),clothes,1649980000000.0,197507,70.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,23,5805.1,390808.0,,1.0,dress,bytearray(b'ffffff'),clothes,1649980000000.0,197508,28.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,24,3308.9,395120.0,,0.1075,dress,bytearray(b'e81a4b'),clothes,1649980000000.0,197509,49.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,25,3928.4,400051.0,,0.2125,dress,bytearray(b'8558f4'),clothes,1649980000000.0,197510,2.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,26,3268.4,404323.0,,0.055,dress,bytearray(b'2f6ef6'),clothes,1649980000000.0,197511,0.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,27,3981.6,409307.0,,0.5475,dress,bytearray(b'd5b811'),clothes,1649980000000.0,197512,68.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,28,3380.6,413691.0,,0.2675,dress,bytearray(b'e31b73'),clothes,1649980000000.0,197513,34.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,29,3180.4,417883.0,,0.275,dress,bytearray(b'077acc'),clothes,1649980000000.0,197514,4.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,30,2693.1,421579.0,,0.59,dress,bytearray(b'5e2b3a'),clothes,1649980000000.0,197515,30.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,31,3943.9,426539.0,,0.215,dress,bytearray(b'3518ad'),clothes,1649980000000.0,197516,1.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,32,3517.2,431059.0,,0.425,dress,bytearray(b'608218'),clothes,1649980000000.0,197517,53.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,33,4165.7,436227.0,,0.2575,dress,bytearray(b'cc4f1b'),clothes,1649980000000.0,197518,61.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,34,4144.8,441387.0,,0.5425,dress,bytearray(b'3b8378'),clothes,1649980000000.0,197519,21.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,35,2261.0,444659.0,,0.5575,dress,bytearray(b'55824d'),clothes,1649980000000.0,197520,38.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,36,2964.9,448627.0,,0.12,dress,bytearray(b'cd26c7'),clothes,1649980000000.0,197521,9.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,37,6932.5,456563.0,,0.3,dress,bytearray(b'0e8a19'),clothes,1649980000000.0,197522,50.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,38,3042.7,460607.0,,0.05,dress,bytearray(b'632b14'),clothes,1649980000000.0,197523,45.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,39,6373.3,467983.0,,0.86,dress,bytearray(b'e6a8b7'),clothes,1649980000000.0,197524,32.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,40,2356.9,471343.0,,0.595,dress,bytearray(b'746bca'),clothes,1649980000000.0,197525,6.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,41,4254.4,476599.0,,0.6175,dress,bytearray(b'83764c'),clothes,1649980000000.0,197526,42.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,42,2849.1,480463.0,,0.72,dress,bytearray(b'90689f'),clothes,1649980000000.0,197527,15.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,43,3203.6,484671.0,,0.97,dress,bytearray(b'b9b9b9'),clothes,1649980000000.0,197528,27.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,44,5021.7,490696.0,,0.08,dress,bytearray(b'72005e'),clothes,1649980000000.0,197529,17.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,45,5669.2,497368.0,,0.8225,dress,bytearray(b'eddcad'),clothes,1649980000000.0,197530,44.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,46,4820.8,503191.0,,0.1425,dress,bytearray(b'73f5b0'),clothes,1649980000000.0,197531,36.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,47,4184.2,508383.0,,1.0,dress,bytearray(b'dddddd'),clothes,1649980000000.0,197532,29.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,48,6209.7,515599.0,,0.315,dress,bytearray(b'4bcf8e'),clothes,1649980000000.0,197533,35.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,49,2676.3,519274.0,,0.2875,dress,bytearray(b'a553c8'),clothes,1649980000000.0,197534,8.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,50,5945.5,526226.0,,0.3175,dress,bytearray(b'9af443'),clothes,1649980000000.0,197535,65.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,51,8356.6,535586.0,,0.3925,dress,bytearray(b'3b3b3b'),clothes,1649980000000.0,197536,25.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,52,2597.2,539186.0,,0.725,dress,bytearray(b'96c58c'),clothes,1649980000000.0,197537,39.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,53,8172.8,548362.0,,0.3625,dress,bytearray(b'c94e4b'),clothes,1649980000000.0,197538,48.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,54,2340.9,551706.0,,0.22,dress,bytearray(b'897618'),clothes,1649980000000.0,197539,56.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,55,3476.9,556187.0,,0.325,dress,bytearray(b'aac510'),clothes,1649980000000.0,197540,66.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,56,3315.1,560506.0,,0.875,dress,bytearray(b'c7b88b'),clothes,1649980000000.0,197541,43.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,57,2260.3,563770.0,,0.4325,dress,bytearray(b'c8e97d'),clothes,1649980000000.0,197542,55.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,58,3107.4,567882.0,,0.57,dress,bytearray(b'f7db7c'),clothes,1649980000000.0,197543,58.0,,ejzds46p15cm5uu27ft2,75955
,,image-slider-responseMAS,59,2421.1,571306.0,,0.5475,dress,bytearray(b'f7a75a'),clothes,1649980000000.0,197544,60.0,,ejzds46p15cm5uu27ft2,75955
