"V1","V2","V3","V4","V5","V6","V7","V8"
-1.11587946874791,0.17229628008595,-0.185637897180028,0.0500328446980477,-0.0120067438336995,0.0523067047145191,-0.0228893666296073,0.137630958052434
-0.292822913910027,-0.566007954664743,-0.239453320467004,-0.416983915433266,-0.0401270833212338,0.0341334139101325,0.0283364318381827,-0.0448991102491572
-1.13185297063551,-0.0719832875878037,-0.123385810889227,-0.145769053927557,0.00843737018477922,0.0527595116277031,0.00793945630719568,0.145137636950915
0.0411511696994996,-0.520042986552092,-0.278494083872476,-0.398083622172528,-0.16030973404255,0.255306614141989,-0.0766490521805948,-0.0889218006516081
-0.208085812868712,-0.413368643511489,-0.258479435868662,-0.453107377773948,-0.0277810912441897,0.166001298168677,-0.130980050258035,-0.0028624765087314
-0.43935595372347,0.278791296234271,0.260967115886133,0.14765146142095,-0.0708800908200239,0.0150847641839586,-0.0472745531167068,-0.0617795741037571
-0.0863641596043116,0.0940069604056859,-0.282390987013739,0.0353358351621066,0.18013696103902,-0.145776360094225,0.0970957925875178,0.000224263267089946
-0.371241484228691,0.17777529742707,-0.0116163430361082,0.0134809223316499,0.034017415795552,-0.0664624740630536,0.027768217461674,-0.0443840308971217
-0.215554212244324,0.1455887973785,-0.30739365043984,0.105483699189058,0.130329414583695,-0.035145218745844,0.108552700142441,0.00138351021804561
-0.400228286855048,0.279227321741232,0.169156791467219,0.116612520369793,-0.00449514904978732,-0.0268062270706214,-0.0990654074681738,-0.12002243682826
0.505698987221989,-0.0595183205281775,-0.405140287102507,0.196954622505954,-0.112438590688334,0.0539748065936039,-0.0426526905225664,-0.141699543310679
0.225374985706335,0.0540369652091973,-0.453292047133363,0.067277494026296,0.0152192880424366,-0.173030784700765,0.0753812029554797,-0.0616757299207849
0.275649106942056,-0.0515977695107071,-0.397721699355644,0.167603531592072,-0.00197044467804279,0.037218943339071,-0.0502684738989018,-0.035785257542118
-0.61215231442763,0.634108400765564,0.315722867420108,0.0444297718354997,0.126065834853856,0.0111710641205794,-0.104998716675798,-0.104684205966291
0.339080111691029,-0.349458766332463,-0.457917307108205,0.0311200562914702,0.0696631897550489,-0.141150436335521,0.0729305755978227,-0.0272510482043018
-0.183110718238797,-0.383510203364211,0.203511444461404,0.66604854305441,0.238489264652051,-0.145238179392112,-0.106074489375327,-0.0174820092885408
0.770787392059243,0.302300554860034,0.174253942043081,-0.243121111571353,0.207303904223305,-0.107957161303391,-0.254836266281312,0.0547209597605729
0.725543190596213,0.48807878416966,0.0477671491168377,-0.13866181719863,-0.233032314052364,-0.245824149292561,-0.0970789955884665,0.0801633213037707
0.477810874397645,0.378371754020689,-0.17649004633144,0.360590191899056,-0.172129392552913,0.493319594467725,0.0742693383240597,-0.013555610556029
0.531299667415426,0.506074300259127,-0.087471936105166,0.0863534038268982,0.218964135059353,0.408545664320066,0.0914440396735041,0.11913282344545
0.222190601464862,-0.420335366144166,0.58006148966839,-0.226523443554269,-0.173684590858573,-0.138254054696969,0.246557005922172,-0.0528462111019837
0.766990579600881,0.337121184828525,0.0549180453528439,-0.3557195959487,0.514283722880003,-0.0639237107885413,0.0885554163953683,0.0199901433379456
0.352937322961755,-0.87039625905017,0.695695313493871,0.236656155016449,0.238093893845967,0.0532387437729437,0.0366652800629298,0.0552892279247588
0.144013424155562,-0.832710017593543,0.656265505519023,0.148684867559378,-0.132938518694341,0.138378704859023,-0.0595155887799054,0.0407428385087917
0.533898557901788,0.214539193273846,0.0125224498261766,0.13344471696379,-0.631393610881711,-0.147794031093519,-0.0157530970793774,0.119005899309096
-0.149638928201178,0.250080525241344,0.187285104758287,-0.0428541428263929,-0.225161113962119,-0.0865679673478511,0.0831217122267855,0.0136253234735867
-0.363476941481916,0.381977165965446,0.47181874120875,-0.200042908717459,0.0491408079238231,0.00305561322853124,0.0800175497568328,0.00330685988361368
-0.361010315345111,-0.0465327232437032,-0.328336947867738,0.170413705438633,-0.0751917812429202,-0.160468595750521,0.0845674602612116,-0.000321894151193253
0.0537387175685906,-0.505261067648712,-0.432098983830133,0.0499821214537846,0.110620386524559,-0.129130361464272,-0.0882449509432593,0.0925761574134056
-0.0353902088702389,0.396348583865839,0.595374823379154,-0.207289475511195,-0.0672253394406465,0.0390342706912437,-0.00692048071514507,-0.0647589835689183
