responses,question_order,trial_type,trial_index,rt,time_elapsed,condition,response,prompt,color_rgb,concept,time_finished,rowID,color_index,concept_category,subject_id,workerID,tmp1,tmp1.1,tmp3,Unnamed: 20,Unnamed: 21
,,image-slider-responseMAS,155,2807.8,730706,,0.645,train,e6a8b7,automobiles,1.64904E+12,183404,32,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,156,2931.9,734644,,0.2525,train,4dc7e8,automobiles,1.64904E+12,183405,10,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,157,2986,738636,,0.3,train,3efe44,automobiles,1.64904E+12,183406,63,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,158,2126.7,741770,,0.2175,train,600b84,automobiles,1.64904E+12,183407,7,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,159,2546.7,745320,,0.26,train,e81a4b,automobiles,1.64904E+12,183408,49,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,160,3922.1,750247,,0.265,train,8cf47e,automobiles,1.64904E+12,183409,52,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,161,2100.8,753353,,0.27,train,443b14,automobiles,1.64904E+12,183410,41,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,162,1917.1,756275,,0.2875,train,dddddd,automobiles,1.64904E+12,183411,29,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,163,3026.4,760305,,0.13,train,3b3b3b,automobiles,1.64904E+12,183412,25,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,164,2273,763584,,0.175,train,0e8a19,automobiles,1.64904E+12,183413,50,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,165,4056.3,768645,,0.205,train,7ec6ba,automobiles,1.64904E+12,183414,22,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,166,1853.8,771505,,0.17,train,746bca,automobiles,1.64904E+12,183415,6,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,167,1478.9,773987,,0.1625,train,83764c,automobiles,1.64904E+12,183416,42,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,168,1488.4,776480,,0.2675,train,a553c8,automobiles,1.64904E+12,183417,8,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,169,1864.1,779350,,0.2625,train,f1a78a,automobiles,1.64904E+12,183418,47,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,170,1417.4,781770,,0.25,train,aac510,automobiles,1.64904E+12,183419,66,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,171,1301.4,784074,,0.285,train,c8e97d,automobiles,1.64904E+12,183420,55,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,172,1219.5,786294,,0.225,train,a2eade,automobiles,1.64904E+12,183421,23,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,173,2962.5,790258,,0.9975,train,ffffff,automobiles,1.64904E+12,183422,28,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,174,1811.5,793074,,0.25,train,608218,automobiles,1.64904E+12,183423,53,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,175,2899.4,796979,,0.215,train,cd26c7,automobiles,1.64904E+12,183424,9,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,176,2369.2,800355,,0.2025,train,c34f74,automobiles,1.64904E+12,183425,33,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,177,1849.4,803207,,0.2525,train,39f6e0,automobiles,1.64904E+12,183426,20,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,178,1214.3,805422,,0.26,train,baeaaf,automobiles,1.64904E+12,183427,40,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,179,1813.8,808242,,0.33,train,73f5b0,automobiles,1.64904E+12,183428,36,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,180,2530.9,811774,,0.235,train,512d5f,automobiles,1.64904E+12,183429,14,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,181,2381.4,815161,,0.2025,train,b8509e,automobiles,1.64904E+12,183430,18,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,182,1779,817946,,0.22,train,b9b9b9,automobiles,1.64904E+12,183431,27,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,183,3082.5,822033,,0.1625,train,d5b811,automobiles,1.64904E+12,183432,68,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,184,2229.6,825269,,0.2575,train,d5a9e4,automobiles,1.64904E+12,183433,16,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,185,2851.2,829125,,0.2425,train,5e2b3a,automobiles,1.64904E+12,183434,30,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,186,2367.3,832498,,0.27,train,a3c55b,automobiles,1.64904E+12,183435,54,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,187,3081.5,836585,,0.225,train,67cf5c,automobiles,1.64904E+12,183436,51,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,188,2541.1,840132,,0.24,train,d0e942,automobiles,1.64904E+12,183437,67,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,189,1612.6,842746,,0.1925,train,8558f4,automobiles,1.64904E+12,183438,2,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,190,3321.9,847073,,0.2225,train,d0b85a,automobiles,1.64904E+12,183439,57,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,191,5121.1,853201,,0.2225,train,632b14,automobiles,1.64904E+12,183440,45,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,192,9824,864031,,0.22,train,9af443,automobiles,1.64904E+12,183441,65,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,193,2541.7,867577,,0.2225,train,897618,automobiles,1.64904E+12,183442,56,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,194,2410.9,870993,,0.2325,train,fcdb42,automobiles,1.64904E+12,183443,69,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,195,1997.4,873993,,0.1725,train,eddcad,automobiles,1.64904E+12,183444,44,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,196,5127,880127,,0.225,train,90689f,automobiles,1.64904E+12,183445,15,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,197,5151.3,886284,,0.215,train,f7db7c,automobiles,1.64904E+12,183446,58,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,198,3980.4,891270,,0.205,train,a0bae6,automobiles,1.64904E+12,183447,13,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,199,2707.8,894984,,0.225,train,db1f9d,automobiles,1.64904E+12,183448,19,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,200,2013,898000,,0.245,train,1c3d61,automobiles,1.64904E+12,183449,11,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,201,2018.8,901023,,0.26,train,55824d,automobiles,1.64904E+12,183450,38,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,202,2302.8,904331,,0.25,train,ac6619,automobiles,1.64904E+12,183451,59,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,203,2871.1,908208,,0.2425,train,5e78a1,automobiles,1.64904E+12,183452,12,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,204,1939.5,911153,,0.2175,train,2e3086,automobiles,1.64904E+12,183453,5,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,205,8140,920300,,0.2275,train,fba714,automobiles,1.64904E+12,183454,70,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,206,2095.7,923400,,0.26,train,4bcf8e,automobiles,1.64904E+12,183455,35,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,207,2354.7,926760,,0.3075,train,3518ad,automobiles,1.64904E+12,183456,1,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,208,2409.9,930175,,0.24,train,72005e,automobiles,1.64904E+12,183457,17,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,209,2171.7,933350,,0.2,train,c94e4b,automobiles,1.64904E+12,183458,48,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,210,4966.4,939318,,1.0075,train,0,automobiles,1.64904E+12,183459,24,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,211,3303.7,943628,,0.71,train,c7b88b,automobiles,1.64904E+12,183460,43,,dxlhlek9krsqfycw62uw,70522,,,,,
,,image-slider-responseMAS,212,1747.5,946382,,0.2525,train,077acc,automobiles,1.64904E+12,183461,4,,dxlhlek9krsqfycw62uw,70522,,,,,
