,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
above,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.5,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.2,0.2,0.5,0.5,0.8,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.345,0.2,0.345,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.345,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2
angry,0.2,0.15,0.2,0.2,0.2,0.15,0.2,0.25,0.25,0.25,0.2,0.2,0.2,0.15,0.25,0.25,0.2,0.723,0.25,0.25,0.15,0.25,0.2,0.15,0.6,0.2,0.2,0.15,0.05,0.1,0.723,0.35,0.25,0.723,0.723,0.15,0.15,0.15,0.25,0.2,0.15,0.25,0.2,0.2,0.2,0.652,0.65,0.35,0.85,0.875,0.21,0.15,0.15,0.25,0.2,0.15,0.25,0.25,0.25,0.35,0.45,0.85,0.9,0.15,0.21,0.15,0.2,0.2,0.25,0.2,0.65
beach,0.45,0.15,0.2,0.15,0.85,0.15,0.2,0.125,0.15,0.15,0.89,0.65,0.85,0.85,0.15,0.25,0.25,0.15,0.25,0.123,0.85,0.723,0.85,0.85,0.05,0.1,0.2,0.2,0.2,0.3,0.15,0.345,0.423,0.213,0.213,0.85,0.85,0.15,0.425,0.65,0.75,0.25,0.65,0.85,0.85,0.35,0.723,0.85,0.35,0.25,0.425,0.35,0.425,0.25,0.425,0.723,0.65,0.85,0.85,0.75,0.85,0.723,0.2,0.412,0.345,0.345,0.412,0.65,0.75,0.85,0.85
below,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.5,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
beside,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.1,0.2,0.5,0.5,0.1,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
blueberry,0.9,0.85,0.75,0.45,0.85,0.9,0.85,0.85,0.6,0.2,0.65,0.9,0.85,0.85,0.7,0.85,0.45,0.65,0.2,0.2,0.2,0.45,0.65,0.25,0.0,0.1,0.1,0.2,0.0,0.1,0.25,0.2,0.2,0.2,0.15,0.2,0.25,0.2,0.65,0.25,0.2,0.2,0.2,0.2,0.2,0.25,0.2,0.15,0.1,0.15,0.65,0.15,0.2,0.25,0.2,0.2,0.15,0.2,0.15,0.2,0.15,0.15,0.1,0.15,0.2,0.2,0.2,0.2,0.15,0.2,0.15
dawn,0.65,0.2,0.25,0.2,0.3,0.25,0.25,0.2,0.25,0.15,0.85,0.75,0.75,0.85,0.25,0.35,0.65,0.25,0.25,0.123,0.25,0.35,0.35,0.65,0.1,0.15,0.2,0.3,0.2,0.6,0.25,0.65,0.723,0.65,0.345,0.25,0.25,0.2,0.35,0.35,0.65,0.25,0.45,0.65,0.85,0.25,0.7,0.85,0.75,0.65,0.25,0.25,0.25,0.25,0.35,0.65,0.412,0.7,0.85,0.65,0.85,0.85,0.25,0.25,0.25,0.35,0.65,0.65,0.7,0.85,0.85
day,0.8,0.2,0.2,0.15,0.8,0.2,0.25,0.15,0.2,0.15,0.85,0.65,0.65,0.8,0.2,0.2,0.3,0.15,0.15,0.125,0.25,0.3,0.45,0.65,0.1,0.1,0.2,0.3,0.9,0.8,0.15,0.2,0.3,0.2,0.15,0.3,0.35,0.15,0.3,0.45,0.65,0.2,0.3,0.65,0.8,0.15,0.25,0.65,0.2,0.2,0.25,0.35,0.65,0.25,0.65,0.8,0.3,0.65,0.85,0.25,0.8,0.25,0.2,0.45,0.65,0.7,0.65,0.8,0.7,0.85,0.7
disgust,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.25,0.2,0.21,0.15,0.15,0.15,0.15,0.25,0.21,0.15,0.65,0.21,0.213,0.15,0.21,0.21,0.15,0.65,0.65,0.2,0.2,0.1,0.15,0.423,0.35,0.21,0.321,0.21,0.15,0.15,0.723,0.65,0.25,0.15,0.65,0.65,0.25,0.2,0.65,0.65,0.25,0.723,0.25,0.21,0.21,0.21,0.65,0.32,0.21,0.65,0.25,0.21,0.65,0.25,0.723,0.65,0.21,0.65,0.21,0.21,0.32,0.25,0.25,0.25
dress,0.65,0.25,0.567,0.65,0.65,0.45,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.75,0.65,0.723,0.75,0.345,0.425,0.65,0.65,0.6,0.6,0.4,0.5,0.8,0.5,0.65,0.65,0.782,0.782,0.85,0.425,0.542,0.25,0.425,0.425,0.543,0.25,0.345,0.65,0.65,0.25,0.425,0.65,0.65,0.75,0.25,0.345,0.425,0.25,0.345,0.425,0.345,0.425,0.425,0.25,0.425,0.35,0.65,0.345,0.345,0.425,0.425,0.425,0.35,0.45,0.45
