,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
justice,0.637,0.692,0.38,0.234,0.792,0.671,0.52,0.352,0.321,0.325,0.519,0.687,0.725,0.412,0.421,0.217,0.31,0.332,0.27,0.323,0.342,0.414,0.471,0.465,0.2,0.357,0.25,0.4,0.4,0.2,0.354,0.214,0.233,0.255,0.237,0.368,0.326,0.328,0.455,0.625,0.404,0.123,0.287,0.415,0.515,0.35,0.319,0.297,0.299,0.28,0.761,0.517,0.233,0.212,0.452,0.462,0.415,0.65,0.255,0.254,0.43,0.209,0.231,0.183,0.32,0.32,0.359,0.322,0.325,0.192,0.24
justice,0.62,0.692,0.561,0.145,0.73,0.735,0.51,0.441,0.318,0.212,0.467,0.608,0.743,0.628,0.658,0.611,0.346,0.334,0.23,0.107,0.412,0.427,0.342,0.234,0.25,0.345,0.517,0.209,0.237,0.387,0.368,0.18,0.215,0.325,0.24,0.534,0.475,0.451,0.329,0.62,0.386,0.36,0.327,0.352,0.323,0.198,0.215,0.443,0.4,0.342,0.745,0.554,0.324,0.292,0.485,0.412,0.213,0.4,0.327,0.312,0.425,0.257,0.307,0.372,0.36,0.461,0.371,0.421,0.224,0.317,0.21
justice,0.646,0.487,0.327,0.157,0.8,0.635,0.64,0.25,0.411,0.182,0.338,0.672,0.675,0.58,0.457,0.432,0.357,0.267,0.231,0.111,0.402,0.573,0.551,0.656,0.22,0.55,0.51,0.456,0.25,0.25,0.348,0.256,0.176,0.287,0.255,0.569,0.34,0.25,0.392,0.415,0.324,0.235,0.295,0.561,0.314,0.21,0.225,0.312,0.346,0.204,0.428,0.45,0.452,0.319,0.203,0.328,0.416,0.412,0.325,0.267,0.421,0.234,0.4,0.358,0.35,0.423,0.359,0.219,0.107,0.456,0.296
justice,0.774,0.752,0.52,0.19,0.67,0.723,0.595,0.247,0.413,0.226,0.375,0.742,0.321,0.632,0.263,0.314,0.375,0.325,0.145,0.123,0.324,0.348,0.439,0.698,0.35,0.112,0.399,0.242,0.5,0.2,0.352,0.326,0.238,0.365,0.267,0.607,0.312,0.214,0.221,0.381,0.617,0.213,0.253,0.498,0.412,0.184,0.396,0.322,0.243,0.315,0.467,0.452,0.458,0.243,0.438,0.382,0.258,0.37,0.415,0.3,0.231,0.217,0.225,0.361,0.255,0.39,0.167,0.29,0.214,0.358,0.325
justice,0.691,0.715,0.453,0.242,0.732,0.768,0.491,0.299,0.318,0.325,0.588,0.725,0.725,0.631,0.421,0.523,0.218,0.211,0.19,0.195,0.29,0.468,0.452,0.556,0.4,0.3,0.3,0.35,0.2,0.25,0.543,0.367,0.321,0.417,0.159,0.609,0.458,0.327,0.612,0.468,0.361,0.231,0.383,0.206,0.532,0.124,0.325,0.375,0.327,0.218,0.638,0.54,0.586,0.371,0.354,0.465,0.314,0.34,0.602,0.21,0.351,0.194,0.211,0.294,0.365,0.33,0.392,0.385,0.353,0.25,0.207
justice,0.674,0.513,0.456,0.329,0.736,0.675,0.632,0.364,0.286,0.215,0.652,0.723,0.645,0.55,0.278,0.457,0.302,0.328,0.354,0.178,0.425,0.523,0.476,0.518,0.375,0.425,0.35,0.331,0.2,0.275,0.209,0.328,0.173,0.275,0.212,0.344,0.365,0.212,0.578,0.47,0.342,0.288,0.34,0.425,0.402,0.156,0.242,0.379,0.325,0.352,0.685,0.546,0.359,0.215,0.21,0.421,0.205,0.456,0.409,0.27,0.153,0.213,0.227,0.684,0.456,0.47,0.209,0.49,0.208,0.346,0.213
justice,0.63,0.642,0.596,0.221,0.675,0.712,0.552,0.443,0.145,0.22,0.208,0.643,0.542,0.61,0.393,0.386,0.32,0.471,0.165,0.107,0.416,0.42,0.452,0.453,0.2,0.515,0.412,0.325,0.098,0.25,0.318,0.231,0.275,0.234,0.412,0.421,0.567,0.137,0.328,0.431,0.428,0.185,0.315,0.439,0.34,0.369,0.234,0.2,0.575,0.213,0.734,0.395,0.724,0.204,0.278,0.314,0.373,0.513,0.365,0.276,0.132,0.204,0.271,0.312,0.36,0.396,0.28,0.451,0.227,0.254,0.234
justice,0.32,0.687,0.842,0.168,0.612,0.724,0.455,0.261,0.356,0.149,0.652,0.742,0.482,0.641,0.315,0.521,0.335,0.177,0.391,0.294,0.423,0.567,0.624,0.517,0.201,0.345,0.517,0.325,0.2,0.25,0.12,0.104,0.213,0.123,0.219,0.524,0.328,0.34,0.397,0.357,0.345,0.218,0.345,0.437,0.397,0.123,0.352,0.111,0.322,0.345,0.643,0.518,0.324,0.289,0.375,0.307,0.394,0.293,0.612,0.215,0.352,0.28,0.435,0.394,0.368,0.274,0.428,0.312,0.332,0.314,0.269
justice,0.842,0.624,0.287,0.276,0.687,0.785,0.415,0.271,0.231,0.2,0.469,0.732,0.685,0.635,0.323,0.267,0.268,0.153,0.226,0.195,0.348,0.529,0.342,0.547,0.25,0.525,0.45,0.425,0.2,0.15,0.469,0.178,0.213,0.365,0.21,0.637,0.421,0.18,0.425,0.515,0.314,0.225,0.387,0.415,0.34,0.223,0.346,0.176,0.213,0.185,0.727,0.364,0.281,0.34,0.227,0.482,0.32,0.389,0.238,0.214,0.351,0.235,0.263,0.236,0.453,0.61,0.343,0.536,0.323,0.35,0.289
justice,0.612,0.687,0.656,0.327,0.621,0.671,0.565,0.333,0.389,0.325,0.55,0.729,0.627,0.564,0.354,0.124,0.432,0.193,0.279,0.139,0.406,0.621,0.413,0.413,0.2,0.3,0.345,0.324,0.3,0.4,0.237,0.235,0.211,0.242,0.22,0.384,0.342,0.214,0.387,0.412,0.375,0.217,0.167,0.375,0.213,0.185,0.312,0.215,0.145,0.212,0.625,0.416,0.279,0.235,0.313,0.321,0.263,0.375,0.31,0.21,0.225,0.302,0.245,0.375,0.227,0.428,0.481,0.221,0.22,0.3,0.244
