,subject_id,trial_index,condition,pal_source,order_num,category,repetition,label_option,answer,ba`r_col,response,accuracy,total_accuracy,rt
0,08ghd74tvd,41,"""practice_trial""",null,null,"""fruits""",null,"['mango', 'lemon', 'strawberry', 'blueberry']",blueberry,#2e3086,blueberry,1,4.0,51980.0
1,08ghd74tvd,41,"""practice_trial""",null,null,"""fruits""",null,"['mango', 'lemon', 'strawberry', 'blueberry']",lemon,#aac510,lemon,1,4.0,51980.0
2,08ghd74tvd,41,"""practice_trial""",null,null,"""fruits""",null,"['mango', 'lemon', 'strawberry', 'blueberry']",mango,#f7a75a,mango,1,4.0,51980.0
3,08ghd74tvd,41,"""practice_trial""",null,null,"""fruits""",null,"['mango', 'lemon', 'strawberry', 'blueberry']",strawberry,#db1f9d,strawberry,1,4.0,51980.0
4,08ghd74tvd,42,"""catch_trial""",null,3,"""colors""",0,"['blue', 'green', 'red', 'yellow']",yellow,#fcdb42,yellow,1,4.0,6930.0
5,08ghd74tvd,42,"""catch_trial""",null,3,"""colors""",0,"['blue', 'green', 'red', 'yellow']",blue,#2f6ef6,blue,1,4.0,6930.0
6,08ghd74tvd,42,"""catch_trial""",null,3,"""colors""",0,"['blue', 'green', 'red', 'yellow']",green,#67cf5c,green,1,4.0,6930.0
7,08ghd74tvd,42,"""catch_trial""",null,3,"""colors""",0,"['blue', 'green', 'red', 'yellow']",red,#ea1d1d,red,1,4.0,6930.0
8,08ghd74tvd,43,1,"""uw_711""",3,"""p6""",0,"['grape', 'banana', 'eggplant', 'celery']",banana,#fcdb42,banana,1,4.0,7312.0
9,08ghd74tvd,43,1,"""uw_711""",3,"""p6""",0,"['grape', 'banana', 'eggplant', 'celery']",grape,#5e2b3a,grape,1,4.0,7312.0
10,08ghd74tvd,43,1,"""uw_711""",3,"""p6""",0,"['grape', 'banana', 'eggplant', 'celery']",eggplant,#000000,eggplant,1,4.0,7312.0
11,08ghd74tvd,43,1,"""uw_711""",3,"""p6""",0,"['grape', 'banana', 'eggplant', 'celery']",celery,#8cf47e,celery,1,4.0,7312.0
12,08ghd74tvd,44,1,"""uw_711""",3,"""p3""",0,"['working', 'speed', 'leisure', 'efficiency']",efficiency,#ffffff,speed,0,1.0,24871.0
13,08ghd74tvd,44,1,"""uw_711""",3,"""p3""",0,"['working', 'speed', 'leisure', 'efficiency']",working,#3b3b3b,working,1,1.0,24871.0
14,08ghd74tvd,44,1,"""uw_711""",3,"""p3""",0,"['working', 'speed', 'leisure', 'efficiency']",speed,#e81a4b,leisure,0,1.0,24871.0
15,08ghd74tvd,44,1,"""uw_711""",3,"""p3""",0,"['working', 'speed', 'leisure', 'efficiency']",leisure,#90689f,efficiency,0,1.0,24871.0
16,08ghd74tvd,45,1,"""uw_711""",3,"""p2""",0,"['driving', 'banana', 'grape', 'sleeping']",banana,#d0b85a,banana,1,4.0,7685.0
17,08ghd74tvd,45,1,"""uw_711""",3,"""p2""",0,"['driving', 'banana', 'grape', 'sleeping']",sleeping,#1c3d61,sleeping,1,4.0,7685.0
18,08ghd74tvd,45,1,"""uw_711""",3,"""p2""",0,"['driving', 'banana', 'grape', 'sleeping']",grape,#b62ef2,grape,1,4.0,7685.0
19,08ghd74tvd,45,1,"""uw_711""",3,"""p2""",0,"['driving', 'banana', 'grape', 'sleeping']",driving,#ea1d1d,driving,1,4.0,7685.0
20,08ghd74tvd,46,1,"""uw_711""",3,"""p4""",0,"['safety', 'comfort', 'celery', 'eggplant']",celery,#0e8a19,celery,1,4.0,11486.0
21,08ghd74tvd,46,1,"""uw_711""",3,"""p4""",0,"['safety', 'comfort', 'celery', 'eggplant']",safety,#d0e942,safety,1,4.0,11486.0
22,08ghd74tvd,46,1,"""uw_711""",3,"""p4""",0,"['safety', 'comfort', 'celery', 'eggplant']",eggplant,#600b84,eggplant,1,4.0,11486.0
23,08ghd74tvd,46,1,"""uw_711""",3,"""p4""",0,"['safety', 'comfort', 'celery', 'eggplant']",comfort,#a06776,comfort,1,4.0,11486.0
24,08ghd74tvd,47,1,"""uw_711""",3,"""p7""",0,"['corn', 'carrot', 'speed', 'efficiency']",carrot,#ac6619,carrot,1,4.0,10426.0
25,08ghd74tvd,47,1,"""uw_711""",3,"""p7""",0,"['corn', 'carrot', 'speed', 'efficiency']",speed,#e81a4b,speed,1,4.0,10426.0
26,08ghd74tvd,47,1,"""uw_711""",3,"""p7""",0,"['corn', 'carrot', 'speed', 'efficiency']",efficiency,#5e78a1,efficiency,1,4.0,10426.0
27,08ghd74tvd,47,1,"""uw_711""",3,"""p7""",0,"['corn', 'carrot', 'speed', 'efficiency']",corn,#d0b85a,corn,1,4.0,10426.0
28,08ghd74tvd,48,1,"""uw_711""",3,"""p8""",0,"['comfort', 'driving', 'sleeping', 'safety']",comfort,#a06776,comfort,1,4.0,15761.0
29,08ghd74tvd,48,1,"""uw_711""",3,"""p8""",0,"['comfort', 'driving', 'sleeping', 'safety']",sleeping,#000000,sleeping,1,4.0,15761.0
30,08ghd74tvd,48,1,"""uw_711""",3,"""p8""",0,"['comfort', 'driving', 'sleeping', 'safety']",safety,#d0e942,safety,1,4.0,15761.0
31,08ghd74tvd,48,1,"""uw_711""",3,"""p8""",0,"['comfort', 'driving', 'sleeping', 'safety']",driving,#ea1d1d,driving,1,4.0,15761.0
32,08ghd74tvd,49,1,"""uw_711""",3,"""p1""",0,"['peach', 'carrot', 'cherry', 'corn']",carrot,#cc4f1b,carrot,1,4.0,6988.0
33,08ghd74tvd,49,1,"""uw_711""",3,"""p1""",0,"['peach', 'carrot', 'cherry', 'corn']",peach,#f1a78a,peach,1,4.0,6988.0
34,08ghd74tvd,49,1,"""uw_711""",3,"""p1""",0,"['peach', 'carrot', 'cherry', 'corn']",corn,#d5b811,corn,1,4.0,6988.0
35,08ghd74tvd,49,1,"""uw_711""",3,"""p1""",0,"['peach', 'carrot', 'cherry', 'corn']",cherry,#ea1d1d,cherry,1,4.0,6988.0
36,08ghd74tvd,50,1,"""uw_711""",3,"""p5""",0,"['working', 'cherry', 'leisure', 'peach']",cherry,#ea1d1d,cherry,1,4.0,14236.0
37,08ghd74tvd,50,1,"""uw_711""",3,"""p5""",0,"['working', 'cherry', 'leisure', 'peach']",working,#3b3b3b,working,1,4.0,14236.0
38,08ghd74tvd,50,1,"""uw_711""",3,"""p5""",0,"['working', 'cherry', 'leisure', 'peach']",peach,#f1a78a,peach,1,4.0,14236.0
39,08ghd74tvd,50,1,"""uw_711""",3,"""p5""",0,"['working', 'cherry', 'leisure', 'peach']",leisure,#d5a9e4,leisure,1,4.0,14236.0
40,08ghd74tvd,52,"""catch_trial""",null,3,"""colors""",1,"['blue', 'yellow', 'green', 'red']",yellow,#fcdb42,yellow,1,4.0,6349.0
41,08ghd74tvd,52,"""catch_trial""",null,3,"""colors""",1,"['blue', 'yellow', 'green', 'red']",blue,#2f6ef6,blue,1,4.0,6349.0
42,08ghd74tvd,52,"""catch_trial""",null,3,"""colors""",1,"['blue', 'yellow', 'green', 'red']",green,#67cf5c,green,1,4.0,6349.0
43,08ghd74tvd,52,"""catch_trial""",null,3,"""colors""",1,"['blue', 'yellow', 'green', 'red']",red,#ea1d1d,red,1,4.0,6349.0
44,08ghd74tvd,53,1,"""uw_710""",3,"""p2""",1,"['grape', 'banana', 'driving', 'sleeping']",sleeping,#1c3d61,sleeping,1,4.0,11664.0
45,08ghd74tvd,53,1,"""uw_710""",3,"""p2""",1,"['grape', 'banana', 'driving', 'sleeping']",banana,#d0b85a,banana,1,4.0,11664.0
46,08ghd74tvd,53,1,"""uw_710""",3,"""p2""",1,"['grape', 'banana', 'driving', 'sleeping']",driving,#ea1d1d,driving,1,4.0,11664.0
